formula,c,mn,si,cr,ni,mo,v,n,nb,co,w,al,ti,yield strength,tensile strength,elongation,composition,MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean AtomicWeight,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity
Fe0.801C0.000470Mn0.000205Si0.000603Cr0.0543Ni0.117Mo0.0176V0.000111Nb0.0000607Co0.0000958Al0.00648Ti0.00248,0.01,0.02,0.03,5.0,12.16,3.0,0.01,0.0,0.01,0.01,0.0,0.31,0.21,1309.8,1345.6,15.0,Fe0.801 C0.00047 Mn0.000205 Si0.000603 Cr0.0543 Ni0.117 Mo0.0176 V0.000111 Nb6.07e-05 Co9.58e-05 Al0.00648 Ti0.00248,26.296552048144473,55.39731568848831,56.432706706130666,1835.95276515373,8.1184456702807,4.009633793496737,131.79569344630752,1.834082383593453
Fe0.801C0.000934Mn0.000102Si0.000200Cr0.000108Ni0.171Mo0.00175V0.000110Nb0.0000604Co0.0000952Al0.00208Ti0.0229,0.02,0.01,0.01,0.01,17.9,0.3,0.01,0.0,0.01,0.01,0.0,0.1,1.95,1674.6,1778.3,9.0,Fe0.801 C0.000934 Mn0.000102 Si0.0002 Cr0.000108 Ni0.171 Mo0.00175 V0.00011 Nb6.04e-05 Co9.52e-05 Al0.00208 Ti0.0229,26.23055490355475,55.80262382894769,56.114445738221306,1801.818623595427,8.263280589911664,3.9976631935794606,131.23771647148627,1.8377646911108987
Fe0.801C0.000939Mn0.000821Si0.000803Cr0.0513Ni0.116Mo0.0185V0.000111Nb0.0000607Co0.0000957Al0.00794Ti0.00271,0.02,0.08,0.04,4.73,12.08,3.15,0.01,0.0,0.01,0.01,0.0,0.38,0.23,1243.6,1267.1,17.0,Fe0.801 C0.000939 Mn0.000821 Si0.000803 Cr0.0513 Ni0.116 Mo0.0185 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00794 Ti0.00271,26.28269693178033,55.441442719461456,56.40694447852473,1835.3962093029115,8.130435026018704,4.007937474332198,131.7667046160257,1.8346010438672995
Fe0.802C0.000468Mn0.000512Si0.00120Cr0.0526Ni0.111Mo0.0173V0.000110Nb0.0000605Co0.0000954Al0.0121Ti0.00258,0.01,0.05,0.06,4.86,11.6,2.95,0.01,0.0,0.01,0.01,0.0,0.58,0.22,1437.3,1459.3,16.0,Fe0.802 C0.000468 Mn0.000512 Si0.0012 Cr0.0526 Ni0.111 Mo0.0173 V0.00011 Nb6.05e-05 Co9.54e-05 Al0.0121 Ti0.00258,26.202375658470448,55.48589961519996,56.23057587957773,1830.4206233058565,8.141456236283481,4.003124419077546,131.75579592488555,1.8324831906853611
Fe0.802C0.000470Mn0.000308Si0.00221Cr0.0518Ni0.117Mo0.0178V0.000111Nb0.0000607Co0.0000958Al0.00544Ti0.00236,0.01,0.03,0.11,4.77,12.21,3.03,0.01,0.0,0.01,0.01,0.0,0.26,0.2,1216.8,1249.8,17.0,Fe0.802 C0.00047 Mn0.000308 Si0.00221 Cr0.0518 Ni0.117 Mo0.0178 V0.000111 Nb6.07e-05 Co9.58e-05 Al0.00544 Ti0.00236,26.299588508241087,55.43099727856246,56.43706666515714,1835.9336603459892,8.12795678111109,4.0092738948567765,131.7574810522225,1.8349239853129402
Fe0.802C0.0174Mn0.00185Si0.000201Cr0.0805Ni0.0000962Mo0.0403V0.0106Nb0.0000608Co0.0468Al0.000628,0.37,0.18,0.01,7.41,0.01,6.85,0.96,0.0,0.01,4.88,0.0,0.03,0.0,1784.5,2129.0,5.0,Fe0.802 C0.0174 Mn0.00185 Si0.000201 Cr0.0805 Ni9.62e-05 Mo0.0403 V0.0106 Nb6.08e-05 Co0.0468 Al0.000628,26.139417613920326,54.75387511045183,56.45850773460251,1920.2548586416322,7.880358163840564,4.004729737834304,132.42031374320794,1.8417085170865506
Fe0.802Mn0.000410Si0.00120Cr0.0543Ni0.114Mo0.0175V0.000111Nb0.0000607Co0.0000957Al0.00815Ti0.00236,0.0,0.04,0.06,5.01,11.83,2.98,0.01,0.0,0.01,0.01,0.0,0.39,0.2,1324.3,1351.8,16.0,Fe0.802 Mn0.00041 Si0.0012 Cr0.0543 Ni0.114 Mo0.0175 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00815 Ti0.00236,26.269822635238157,55.41417488362681,56.37688748985191,1833.5385609736736,8.122057726382076,4.008209161603116,131.8109346308502,1.833123838592648
Fe0.803C0.000460Mn0.000402Si0.0368Cr0.000106Ni0.157Mo0.000115V0.000108Nb0.0000594Co0.0000937Al0.00102Ti0.000923,0.01,0.04,1.87,0.01,16.7,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.08,1188.5,1223.0,18.0,Fe0.803 C0.00046 Mn0.000402 Si0.0368 Cr0.000106 Ni0.157 Mo0.000115 V0.000108 Nb5.94e-05 Co9.37e-05 Al0.00102 Ti0.000923,25.848147926315615,56.80206394023081,55.219537352702076,1793.6961650640233,8.537668669058924,3.961437758771211,129.96993341879923,1.84485062951017
Fe0.803C0.000470Mn0.000823Si0.000805Cr0.0511Ni0.117Mo0.0184V0.000111Nb0.0000608Co0.0000959Al0.00544Ti0.00224,0.01,0.08,0.04,4.7,12.2,3.13,0.01,0.0,0.01,0.01,0.0,0.26,0.19,1212.6,1244.3,18.0,Fe0.803 C0.00047 Mn0.000823 Si0.000805 Cr0.0511 Ni0.117 Mo0.0184 V0.000111 Nb6.08e-05 Co9.59e-05 Al0.00544 Ti0.00224,26.327460665380283,55.39980993365286,56.50342143968355,1836.3376111767577,8.11970188056434,4.011280924924193,131.79552430669253,1.8350338078589108
Fe0.803C0.0168Mn0.00215Si0.000200Cr0.0834Ni0.0000957Mo0.0334V0.0127Nb0.0000605Co0.0470Al0.000625,0.36,0.21,0.01,7.72,0.01,5.71,1.15,0.0,0.01,4.93,0.0,0.03,0.0,1819.0,2135.9,6.0,Fe0.803 C0.0168 Mn0.00215 Si0.0002 Cr0.0834 Ni9.57e-05 Mo0.0334 V0.0127 Nb6.05e-05 Co0.047 Al0.000625,26.028940361277492,54.738241311658065,56.1874652980065,1913.4246693018988,7.878215629049803,3.9990349510801746,132.3678546357168,1.8380228043711264
Fe0.803C0.0174Mn0.00236Si0.000201Cr0.0779Ni0.0000960Mo0.0335V0.0122Nb0.00473Co0.0477Al0.000627,0.37,0.23,0.01,7.19,0.01,5.71,1.1,0.0,0.78,4.99,0.0,0.03,0.0,1340.1,1998.1,10.0,Fe0.803 C0.0174 Mn0.00236 Si0.000201 Cr0.0779 Ni9.6e-05 Mo0.0335 V0.0122 Nb0.00473 Co0.0477 Al0.000627,26.101548042740223,54.75269427056137,56.36369522853756,1916.788202115805,7.880648865575553,4.002602744384893,132.43401812918492,1.8384225188403887
Fe0.803Mn0.000512Si0.00120Cr0.0520Ni0.110Mo0.0173V0.000110Nb0.0000605Co0.0000954Al0.0137Ti0.00235,0.0,0.05,0.06,4.81,11.5,2.95,0.01,0.0,0.01,0.01,0.0,0.66,0.2,1451.7,1494.4,16.0,Fe0.803 Mn0.000512 Si0.0012 Cr0.052 Ni0.11 Mo0.0173 V0.00011 Nb6.05e-05 Co9.54e-05 Al0.0137 Ti0.00235,26.190998271666718,55.504610738138965,56.20609625669044,1827.9016202587172,8.146723789269497,4.002459693466512,131.76183569407593,1.8318823777683297
Fe0.804C0.0166Mn0.00238Si0.000202Cr0.0782Ni0.0000969Mo0.0343V0.0114Nb0.0000612Co0.0473W0.00476Al0.000632,0.35,0.23,0.01,7.15,0.01,5.78,1.02,0.0,0.01,4.9,1.54,0.03,0.0,1688.1,2039.4,6.0,Fe0.804 C0.0166 Mn0.00238 Si0.000202 Cr0.0782 Ni9.69e-05 Mo0.0343 V0.0114 Nb6.12e-05 Co0.0473 W0.00476 Al0.000632,26.290091497212664,54.75371707738956,56.86834503553913,1920.4274872663857,7.880174063818934,4.009847868670284,132.47748162100208,1.8417879764035983
Fe0.805C0.000470Mn0.000719Si0.000804Cr0.0496Ni0.116Mo0.0184V0.000111Nb0.0000608Co0.0000958Al0.00711Ti0.00212,0.01,0.07,0.04,4.57,12.05,3.12,0.01,0.0,0.01,0.01,0.0,0.34,0.18,1254.0,1286.4,16.0,Fe0.805 C0.00047 Mn0.000719 Si0.000804 Cr0.0496 Ni0.116 Mo0.0184 V0.000111 Nb6.08e-05 Co9.58e-05 Al0.00711 Ti0.00212,26.307047162662,55.434203979527645,56.45862337865643,1834.3935446270061,8.12951186148076,4.00960208921503,131.77079324883212,1.8349005617843888
Fe0.806C0.000468Mn0.0176Si0.000401Cr0.000108Ni0.174Mo0.000117V0.000110Nb0.0000606Co0.0000955Al0.00104Ti0.000705,0.01,1.72,0.02,0.01,18.1,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.06,1136.9,1192.0,8.0,Fe0.806 C0.000468 Mn0.0176 Si0.000401 Cr0.000108 Ni0.174 Mo0.000117 V0.00011 Nb6.06e-05 Co9.55e-05 Al0.00104 Ti0.000705,26.302005555882545,56.01784002100119,56.26335493922685,1791.7637881529733,8.336890158749068,3.997802149704244,130.71278481542666,1.8389065869655308
Fe0.806C0.0176Mn0.00181Si0.000209Cr0.0802Ni0.0000999Mo0.00153V0.0124Nb0.0000631Co0.0501W0.0293Al0.000652,0.36,0.17,0.01,7.11,0.01,0.25,1.08,0.0,0.01,5.03,9.18,0.03,0.0,1681.2,2032.6,2.0,Fe0.806 C0.0176 Mn0.00181 Si0.000209 Cr0.0802 Ni9.99e-05 Mo0.00153 V0.0124 Nb6.31e-05 Co0.0501 W0.0293 Al0.000652,26.91976541155482,54.83105151785465,58.64684085312591,1934.2535607681878,7.8991508694313,4.024132968786877,132.45060522178798,1.844455289390418
Fe0.807C0.000470Mn0.000513Si0.00221Cr0.0501Ni0.116Mo0.0164V0.000111Nb0.0000607Co0.0000957Al0.00439Ti0.00236,0.01,0.05,0.11,4.62,12.08,2.79,0.01,0.0,0.01,0.01,0.0,0.21,0.2,1167.2,1220.9,17.5,Fe0.807 C0.00047 Mn0.000513 Si0.00221 Cr0.0501 Ni0.116 Mo0.0164 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00439 Ti0.00236,26.29201476747666,55.42265590114897,56.414681807918086,1834.7301937641141,8.126694290666576,4.008923284183099,131.73577368005775,1.834844286905488
Fe0.808C0.0201Mn0.00214Si0.000200Cr0.0770Ni0.0000955Mo0.0328V0.0112Nb0.0000603Co0.0475Al0.000623,0.43,0.21,0.01,7.14,0.01,5.62,1.02,0.0,0.01,4.99,0.0,0.03,0.0,1736.3,2039.4,6.0,Fe0.808 C0.0201 Mn0.00214 Si0.0002 Cr0.077 Ni9.55e-05 Mo0.0328 V0.0112 Nb6.03e-05 Co0.0475 Al0.000623,25.9711483869264,54.86734729806022,56.05219769975497,1916.4480660061608,7.917061777771909,3.9918350040031254,132.09031799742087,1.8416157773565927
Fe0.810C0.000940Mn0.000103Si0.000201Cr0.000109Ni0.151Mo0.0118V0.000111Nb0.0000608Co0.0000958Al0.00209Ti0.0234,0.02,0.01,0.01,0.01,15.7,2.0,0.01,0.0,0.01,0.01,0.0,0.1,1.98,1723.2,1847.2,10.0,Fe0.81 C0.00094 Mn0.000103 Si0.000201 Cr0.000109 Ni0.151 Mo0.0118 V0.000111 Nb6.08e-05 Co9.58e-05 Al0.00209 Ti0.0234,26.349203018749883,55.62701805541416,56.456218253105824,1814.449035443769,8.20137340278221,4.007690487529586,131.63210190991074,1.8393411410980143
Fe0.811C0.0182Mn0.00225Si0.000200Cr0.0755Ni0.0000957Mo0.0337V0.0119Nb0.0000605Co0.0467Al0.000625,0.39,0.22,0.01,6.99,0.01,5.75,1.08,0.0,0.01,4.9,0.0,0.03,0.0,1688.1,1998.1,8.0,Fe0.811 C0.0182 Mn0.00225 Si0.0002 Cr0.0755 Ni9.57e-05 Mo0.0337 V0.0119 Nb6.05e-05 Co0.0467 Al0.000625,26.023518462531463,54.82113155438463,56.17117352842523,1913.2560685469518,7.903907116674626,3.9965363008072536,132.22619310415433,1.8405827942579678
Fe0.812C0.000934Mn0.000715Si0.00220Cr0.0507Ni0.0975Mo0.0181V0.000110Nb0.0000604Co0.0000952Al0.0146Ti0.00258,0.02,0.07,0.11,4.7,10.2,3.1,0.01,0.0,0.01,0.01,0.0,0.7,0.22,1420.0,1455.9,12.0,Fe0.812 C0.000934 Mn0.000715 Si0.0022 Cr0.0507 Ni0.0975 Mo0.0181 V0.00011 Nb6.04e-05 Co9.52e-05 Al0.0146 Ti0.00258,26.138012150125668,55.49015410847558,56.11111188480911,1830.27674679315,8.137808867714973,3.9994921941355033,131.79482942384846,1.8317896735336507
Fe0.813C0.0187Mn0.00143Si0.000200Cr0.0800Ni0.0000957Mo0.0337V0.00617Nb0.0000604Co0.0460Al0.000624,0.4,0.14,0.01,7.41,0.01,5.75,0.56,0.0,0.01,4.83,0.0,0.03,0.0,1805.2,2101.5,4.0,Fe0.813 C0.0187 Mn0.00143 Si0.0002 Cr0.08 Ni9.57e-05 Mo0.0337 V0.00617 Nb6.04e-05 Co0.046 Al0.000624,26.02184583473211,54.85700015430307,56.15872216173942,1914.0870252118013,7.915188512251393,3.995536311172593,132.10788534691838,1.841521313274134
Fe0.814C0.000937Mn0.000717Si0.00200Cr0.0522Ni0.0977Mo0.0188V0.000110Nb0.0000605Co0.0000954Al0.0108Ti0.00282,0.02,0.07,0.1,4.83,10.2,3.2,0.01,0.0,0.01,0.01,0.0,0.52,0.24,1304.3,1338.7,14.0,Fe0.814 C0.000937 Mn0.000717 Si0.002 Cr0.0522 Ni0.0977 Mo0.0188 V0.00011 Nb6.05e-05 Co9.54e-05 Al0.0108 Ti0.00282,26.19728857047194,55.402738583013935,56.246973739837806,1834.9557363188574,8.112581891604204,4.004185495899534,131.87181135245655,1.832534327014949
Fe0.814C0.0169Mn0.00236Si0.000201Cr0.0710Ni0.0000960Mo0.0338V0.00951Nb0.00249Co0.0488Al0.000627,0.36,0.23,0.01,6.55,0.01,5.75,0.86,0.0,0.41,5.1,0.0,0.03,0.0,1653.6,1963.7,6.0,Fe0.814 C0.0169 Mn0.00236 Si0.000201 Cr0.071 Ni9.6e-05 Mo0.0338 V0.00951 Nb0.00249 Co0.0488 Al0.000627,26.10571183375609,54.827057644451195,56.35773663111451,1910.4014774091206,7.906752858617461,4.001662359069558,132.28548566490363,1.8404425655941685
Fe0.816C0.000937Mn0.000102Si0.000200Cr0.000108Ni0.147Mo0.00821V0.000110Nb0.0000606Co0.0000955Al0.00250Ti0.0247,0.02,0.01,0.01,0.01,15.3,1.4,0.01,0.0,0.01,0.01,0.0,0.12,2.1,1792.2,1916.2,4.0,Fe0.816 C0.000937 Mn0.000102 Si0.0002 Cr0.000108 Ni0.147 Mo0.00821 V0.00011 Nb6.06e-05 Co9.55e-05 Al0.0025 Ti0.0247,26.27327018745866,55.61260754876563,56.27870230551725,1810.6882611011688,8.197363140911447,4.003696514610513,131.6172030426097,1.8373666868295342
Fe0.818C0.0178Mn0.00194Si0.000200Cr0.0799Ni0.0000958Mo0.0337V0.000662Nb0.0000605Co0.0466Al0.000625,0.38,0.19,0.01,7.39,0.01,5.75,0.06,0.0,0.01,4.88,0.0,0.03,0.0,1564.0,1887.9,8.0,Fe0.818 C0.0178 Mn0.00194 Si0.0002 Cr0.0799 Ni9.58e-05 Mo0.0337 V0.000662 Nb6.05e-05 Co0.0466 Al0.000625,26.056671715103683,54.88761596957453,56.22708486889987,1910.054061677501,7.926578505263143,3.9973343892399966,132.04189405725367,1.8418836008964936
Fe0.819C0.00507Mn0.00686Si0.00493Cr0.127Ni0.0225Mo0.0102V0.00359N0.000791Nb0.0000596Co0.0000940Al0.000616,0.11,0.68,0.25,11.9,2.38,1.76,0.33,0.02,0.01,0.01,0.0,0.03,0.0,1021.0,1128.8,23.6,Fe0.819 C0.00507 Mn0.00686 Si0.00493 Cr0.127 Ni0.0225 Mo0.0102 V0.00359 N0.000791 Nb5.96e-05 Co9.4e-05 Al0.000616,25.75413571116365,54.52662657915285,55.39847464966955,1874.0682991366334,7.821628950467799,3.9929965766326445,132.61523901115865,1.8157554042097686
Fe0.819C0.0150Mn0.00236Si0.000201Cr0.0716Ni0.0000960Mo0.0338V0.0102Nb0.0000606Co0.0468Al0.000626,0.32,0.23,0.01,6.61,0.01,5.75,0.92,0.0,0.01,4.9,0.0,0.03,0.0,1681.2,1984.3,8.0,Fe0.819 C0.015 Mn0.00236 Si0.000201 Cr0.0716 Ni9.6e-05 Mo0.0338 V0.0102 Nb6.06e-05 Co0.0468 Al0.000626,26.1020171571991,54.78884806064275,56.33916055465781,1904.8650246123104,7.897359883074019,4.003034378014522,132.34487262534114,1.8392936748982438
Fe0.822C0.000470Mn0.000616Si0.00161Cr0.0512Ni0.0971Mo0.0184V0.000111Nb0.0000607Co0.0000957Al0.00523Ti0.00271,0.01,0.06,0.08,4.72,10.1,3.13,0.01,0.0,0.01,0.01,0.0,0.25,0.23,1172.0,1198.2,16.0,Fe0.822 C0.00047 Mn0.000616 Si0.00161 Cr0.0512 Ni0.0971 Mo0.0184 V0.000111 Nb6.07e-05 Co9.57e-05 Al0.00523 Ti0.00271,26.278817779131206,55.2894592995582,56.42643355067171,1838.2314202812834,8.081787036738772,4.010684937646271,131.9526124060803,1.8334481115210295
Fe0.823C0.0176Mn0.00183Si0.000198Cr0.0779Ni0.0000949Mo0.0219V0.0105Nb0.0000600Co0.0463Al0.000620,0.38,0.18,0.01,7.27,0.01,3.77,0.96,0.0,0.01,4.9,0.0,0.03,0.0,1722.5,1998.1,5.0,Fe0.823 C0.0176 Mn0.00183 Si0.000198 Cr0.0779 Ni9.49e-05 Mo0.0219 V0.0105 Nb6e-05 Co0.0463 Al0.00062,25.846224245949685,54.865013791460015,55.72114508892123,1899.778125243437,7.923268022522736,3.9859420407680823,131.98719283714078,1.8362298339334817
Fe0.823Mn0.000618Si0.00101Cr0.0561Ni0.0984Mo0.0189V0.000111Nb0.0000609Co0.0000961Al0.000629Ti0.00106,0.0,0.06,0.05,5.15,10.2,3.2,0.01,0.0,0.01,0.01,0.0,0.03,0.09,1019.0,1019.0,19.0,Fe0.823 Mn0.000618 Si0.00101 Cr0.0561 Ni0.0984 Mo0.0189 V0.000111 Nb6.09e-05 Co9.61e-05 Al0.000629 Ti0.00106,26.36252703790557,55.17808277124158,56.61434444483758,1843.41516865753,8.050728160922413,4.017322159832397,132.03088066320998,1.8339925378880686
Fe0.825C0.0174Mn0.00175Si0.000201Cr0.0565Ni0.0000963Mo0.0344V0.0116Nb0.00554Co0.0468Al0.000628,0.37,0.17,0.01,5.2,0.01,5.84,1.05,0.0,0.91,4.88,0.0,0.03,0.0,1860.3,2156.6,3.0,Fe0.825 C0.0174 Mn0.00175 Si0.000201 Cr0.0565 Ni9.63e-05 Mo0.0344 V0.0116 Nb0.00554 Co0.0468 Al0.000628,26.1723812006877,54.874724189138824,56.51278107866817,1910.5995903453024,7.920761888531959,4.004311365172631,132.31835756488576,1.8424154655899359
Fe0.858C0.0191Mn0.00194Si0.000199Cr0.0753Ni0.0000954Mo0.0341V0.0101Nb0.0000603Co0.000190Al0.000623,0.41,0.19,0.01,6.99,0.01,5.84,0.92,0.0,0.01,0.02,0.0,0.03,0.0,1812.1,2087.7,2.0,Fe0.858 C0.0191 Mn0.00194 Si0.000199 Cr0.0753 Ni9.54e-05 Mo0.0341 V0.0101 Nb6.03e-05 Co0.00019 Al0.000623,25.971549984060342,54.71754843940884,56.01421603781964,1916.9042321170475,7.8680303252640735,3.995136878509588,132.422497896135,1.8395237167824157
Fe0.860C0.0125Mn0.00274Si0.000198Cr0.00439Ni0.0786Mo0.00284V0.000765Nb0.0000600Co0.0369Al0.000619,0.27,0.27,0.01,0.41,8.28,0.49,0.07,0.0,0.01,3.9,0.0,0.03,0.0,1139.7,1236.3,15.4,Fe0.86 C0.0125 Mn0.00274 Si0.000198 Cr0.00439 Ni0.0786 Mo0.00284 V0.000765 Nb6e-05 Co0.0369 Al0.000619,25.96618888128594,55.81718806897076,55.70450988933046,1831.7219470454538,8.253806476913041,3.9770741047526443,130.56865263722324,1.8462738942709773
